Route ID,Source,Destination,Carrier,Distance (km),Cost per km ($),Total Cost ($),Delivery Time (hrs),Delivery Status
R8367,Philadelphia,San Francisco,Carrier A,1774,3.06,5428.44,23.07,Pending
R8368,Atlanta,Detroit,Carrier C,4150,2.44,10126.0,44.21,Pending
R8369,Denver,Las Vegas,Carrier C,4638,2.04,9461.52,66.72,Delivered
R8370,Dallas,Houston,Carrier C,413,3.17,1309.21,4.29,Delivered
R8371,Philadelphia,Philadelphia,Carrier A,2556,2.92,7463.52,29.32,Pending
R8372,Los Angeles,Dallas,Carrier B,1061,2.46,2610.06,15.51,Pending
R8373,Phoenix,Las Vegas,Carrier A,653,2.13,1390.89,8.52,Delivered
R8374,Atlanta,Denver,Carrier C,3433,1.77,6076.41,35.42,Delivered
R8375,Los Angeles,Los Angeles,Carrier B,3586,3.27,11726.22,41.67,Delivered
R8376,Dallas,New York,Carrier B,4187,2.69,11263.03,45.21,Pending
R8377,Seattle,Dallas,Carrier B,921,2.07,1906.47,10.65,Pending
R8378,Phoenix,Seattle,Carrier C,1037,2.7,2799.9,10.85,Pending
R8379,Dallas,Atlanta,Carrier B,4247,1.72,7304.84,66.58,In Transit
R8380,Phoenix,Chicago,Carrier A,1621,2.01,3258.21,22.44,Pending
R8381,Boston,Denver,Carrier C,4212,2.16,9097.92,55.31,In Transit
R8382,Boston,Las Vegas,Carrier B,4264,2.99,12749.36,49.12,Delivered
R8383,Denver,Houston,Carrier A,1833,1.96,3592.68,21.27,In Transit
R8384,Dallas,Detroit,Carrier A,2925,2.88,8424.0,45.5,Delivered
R8385,Phoenix,Seattle,Carrier B,4551,3.37,15336.87,55.47,Pending
R8386,Miami,Philadelphia,Carrier A,4987,1.69,8428.03,53.15,In Transit
R8387,New York,San Francisco,Carrier B,1048,2.12,2221.76,12.54,In Transit
R8388,Detroit,Seattle,Carrier C,3671,1.5,5506.5,43.98,Delivered
R8389,Los Angeles,Boston,Carrier A,2727,2.29,6244.83,41.63,Pending
R8390,Los Angeles,Chicago,Carrier A,1315,1.53,2011.95,17.76,In Transit
R8391,Seattle,Boston,Carrier A,3494,2.61,9119.34,40.87,In Transit
R8392,Denver,San Francisco,Carrier A,4407,2.5,11017.5,52.26,Pending
R8393,Detroit,Chicago,Carrier A,2821,1.88,5303.48,35.83,In Transit
R8394,Las Vegas,Philadelphia,Carrier A,4649,3.32,15434.68,57.35,In Transit
R8395,Houston,Phoenix,Carrier C,3908,2.28,8910.24,64.54,In Transit
R8396,Las Vegas,Miami,Carrier C,392,2.23,874.16,4.09,In Transit
R8397,Detroit,Detroit,Carrier A,4620,1.84,8500.8,57.03,In Transit
R8398,Atlanta,Detroit,Carrier B,1801,1.54,2773.54,20.94,Pending
R8399,New York,Detroit,Carrier C,984,3.23,3178.32,13.71,In Transit
R8400,Las Vegas,Chicago,Carrier B,626,1.64,1026.64,7.02,Delivered
R8401,Detroit,Chicago,Carrier B,4309,2.92,12582.28,51.11,Pending
R8402,New York,San Francisco,Carrier B,1052,3.1,3261.2,14.87,Pending
R8403,San Francisco,Houston,Carrier C,4194,2.1,8807.4,49.79,Delivered
R8404,San Francisco,Houston,Carrier A,4422,2.94,13000.68,53.64,Pending
R8405,Las Vegas,Los Angeles,Carrier B,4599,2.57,11819.43,50.46,In Transit
R8406,Dallas,Chicago,Carrier B,3776,3.33,12574.08,39.5,In Transit
R8407,Detroit,San Francisco,Carrier A,2209,3.16,6980.44,22.7,In Transit
R8408,Las Vegas,New York,Carrier A,1574,3.08,4847.92,15.79,Delivered
R8409,Denver,Detroit,Carrier C,3476,2.82,9802.32,53.43,In Transit
R8410,Seattle,Atlanta,Carrier B,3778,2.27,8576.06,38.59,Pending
R8411,Chicago,San Francisco,Carrier C,1147,3.43,3934.21,12.05,Delivered
R8412,Dallas,Miami,Carrier B,1564,3.07,4801.48,20.67,Pending
R8413,Atlanta,Atlanta,Carrier A,2147,1.51,3241.97,22.62,Delivered
R8414,Houston,Philadelphia,Carrier C,984,2.94,2892.96,10.83,Pending
R8415,Detroit,Denver,Carrier A,751,1.7,1276.7,10.0,Delivered
R8416,Miami,Denver,Carrier C,4932,3.21,15831.72,55.9,Delivered
R8417,Dallas,Boston,Carrier C,1682,3.22,5416.04,22.94,Delivered
R8418,San Francisco,Dallas,Carrier C,3192,3.27,10437.84,50.99,In Transit
R8419,San Francisco,Las Vegas,Carrier B,4414,2.55,11255.7,47.68,Pending
R8420,Los Angeles,Atlanta,Carrier B,1337,1.55,2072.35,21.89,In Transit
R8421,Seattle,Los Angeles,Carrier A,4257,2.4,10216.8,49.6,Pending
R8422,Boston,Denver,Carrier C,1417,1.64,2323.88,21.64,Pending
R8423,Boston,Houston,Carrier A,2531,3.29,8326.99,27.57,Pending
R8424,Dallas,New York,Carrier B,4046,2.7,10924.2,45.89,Pending
R8425,San Francisco,New York,Carrier C,2427,2.68,6504.36,26.2,In Transit
R8426,Houston,Miami,Carrier A,524,2.63,1378.12,7.75,Delivered
R8427,Houston,Chicago,Carrier A,4398,2.92,12842.16,45.56,Delivered
R8428,Phoenix,Miami,Carrier C,3440,3.09,10629.6,36.02,Delivered
R8429,Boston,Seattle,Carrier C,1600,2.04,3264.0,23.12,In Transit
R8430,Las Vegas,San Francisco,Carrier B,1542,1.95,3006.9,24.57,Delivered
R8431,Philadelphia,Miami,Carrier B,1568,1.56,2446.08,24.73,Pending
R8432,Houston,Denver,Carrier C,1269,1.57,1992.33,16.67,Pending
R8433,Seattle,Philadelphia,Carrier A,3887,2.81,10922.47,44.8,In Transit
R8434,Seattle,Seattle,Carrier A,4426,2.62,11596.12,52.7,In Transit
R8435,San Francisco,Houston,Carrier B,4834,2.9,14018.6,57.85,Pending
R8436,Denver,Denver,Carrier C,3618,2.47,8936.46,39.97,In Transit
R8437,Las Vegas,Los Angeles,Carrier C,2596,3.15,8177.4,42.16,Delivered
R8438,Phoenix,Dallas,Carrier A,4989,3.34,16663.26,79.47,Pending
R8439,Phoenix,Philadelphia,Carrier A,2680,2.58,6914.4,42.23,Delivered
R8440,Phoenix,Detroit,Carrier A,1198,1.88,2252.24,16.0,Pending
R8441,Houston,Seattle,Carrier A,1512,1.54,2328.48,17.88,Delivered
R8442,Dallas,Phoenix,Carrier B,871,2.25,1959.75,9.93,In Transit
R8443,Dallas,Dallas,Carrier A,3127,1.87,5847.49,35.32,In Transit
R8444,Las Vegas,Dallas,Carrier C,1221,3.0,3663.0,15.77,In Transit
R8445,Denver,Philadelphia,Carrier B,643,2.26,1453.18,9.07,In Transit
R8446,Denver,Detroit,Carrier C,4942,2.5,12355.0,75.91,Delivered
R8447,Boston,Denver,Carrier A,4919,2.84,13969.96,77.75,Delivered
R8448,Dallas,Seattle,Carrier B,305,1.55,472.75,3.5,Delivered
R8449,Chicago,New York,Carrier C,2789,1.83,5103.87,28.62,Delivered
R8450,Las Vegas,Boston,Carrier B,2561,3.03,7759.83,29.69,Delivered
R8451,Boston,New York,Carrier A,1911,1.84,3516.24,26.32,Pending
R8452,Chicago,Denver,Carrier A,3811,2.9,11051.9,60.25,Pending
R8453,New York,San Francisco,Carrier A,2034,2.54,5166.36,33.78,Delivered
R8454,Miami,Chicago,Carrier B,3685,2.33,8586.05,45.42,In Transit
R8455,Las Vegas,Atlanta,Carrier B,4391,2.33,10231.03,69.91,Delivered
R8456,Philadelphia,San Francisco,Carrier C,3867,3.02,11678.34,53.5,Delivered
R8457,Detroit,Los Angeles,Carrier C,4991,2.89,14423.99,58.74,Delivered
R8458,Philadelphia,Los Angeles,Carrier A,1748,3.26,5698.48,20.77,Pending
R8459,New York,Las Vegas,Carrier C,4030,2.09,8422.7,62.33,In Transit
R8460,Boston,Atlanta,Carrier A,2604,2.79,7265.16,34.36,In Transit
R8461,New York,New York,Carrier B,1462,3.19,4663.78,17.34,Delivered
R8462,Chicago,New York,Carrier C,971,2.25,2184.75,15.21,Delivered
R8463,Chicago,Denver,Carrier C,4040,1.81,7312.4,54.13,In Transit
R8464,Phoenix,Atlanta,Carrier B,1233,3.29,4056.57,13.58,Delivered
R8465,Seattle,Los Angeles,Carrier B,3856,2.37,9138.72,41.76,In Transit
R8466,Las Vegas,Miami,Carrier A,3397,2.88,9783.36,46.92,Delivered
R8467,Houston,Detroit,Carrier B,455,1.61,732.55,5.03,Pending
R8468,Dallas,Boston,Carrier B,3684,2.58,9504.72,41.6,In Transit
R8469,Chicago,New York,Carrier B,3798,2.42,9191.16,39.41,In Transit
R8470,Detroit,Detroit,Carrier C,2442,2.66,6495.72,29.25,In Transit
R8471,Detroit,Seattle,Carrier A,2386,2.87,6847.82,26.81,In Transit
R8472,New York,Miami,Carrier C,3175,2.78,8826.5,33.08,In Transit
R8473,Las Vegas,Boston,Carrier C,2827,2.32,6558.64,41.07,Pending
R8474,Detroit,Phoenix,Carrier B,1200,3.04,3648.0,14.35,Pending
R8475,Detroit,Seattle,Carrier C,2089,3.27,6831.03,26.28,In Transit
R8476,San Francisco,Atlanta,Carrier B,2067,1.77,3658.59,22.48,Pending
R8477,Seattle,Denver,Carrier B,3624,3.02,10944.48,45.6,Delivered
R8478,San Francisco,Detroit,Carrier A,2886,2.78,8023.08,30.87,Pending
R8479,Detroit,San Francisco,Carrier A,1586,2.88,4567.68,22.4,Pending
R8480,Dallas,Atlanta,Carrier A,2059,2.33,4797.47,26.22,Delivered
R8481,San Francisco,Detroit,Carrier A,1838,3.42,6285.96,22.16,Delivered
R8482,Dallas,Miami,Carrier B,1756,2.15,3775.4,28.83,In Transit
R8483,Houston,Houston,Carrier B,3711,3.48,12914.28,44.32,Delivered
R8484,Houston,Denver,Carrier A,2874,2.66,7644.84,36.56,In Transit
R8485,Denver,Dallas,Carrier B,2825,1.51,4265.75,30.01,In Transit
R8486,San Francisco,Los Angeles,Carrier B,4915,2.54,12484.1,61.56,Pending
R8487,Dallas,Philadelphia,Carrier C,4908,2.07,10159.56,49.69,Delivered
R8488,Seattle,Philadelphia,Carrier B,1908,1.52,2900.16,19.4,In Transit
R8489,San Francisco,Atlanta,Carrier A,685,3.33,2281.05,6.95,Pending
R8490,Denver,Phoenix,Carrier B,1372,1.78,2442.16,14.48,Pending
R8491,Dallas,Atlanta,Carrier C,4302,2.73,11744.46,49.04,Delivered
R8492,Atlanta,Philadelphia,Carrier C,2353,1.68,3953.04,36.96,In Transit
R8493,Detroit,Seattle,Carrier A,2909,2.59,7534.31,42.81,Delivered
R8494,Houston,Houston,Carrier B,1576,1.6,2521.6,24.88,In Transit
R8495,Los Angeles,New York,Carrier C,1547,2.79,4316.13,23.12,In Transit
R8496,Houston,Detroit,Carrier B,4235,3.07,13001.45,45.46,In Transit
R8497,Detroit,Dallas,Carrier A,1135,3.24,3677.4,12.5,Delivered
R8498,San Francisco,Denver,Carrier B,1700,3.42,5814.0,23.34,Pending
R8499,Las Vegas,San Francisco,Carrier C,2698,2.6,7014.8,28.64,Pending
R8500,Phoenix,Las Vegas,Carrier C,2409,3.22,7756.98,29.02,In Transit
R8501,Dallas,Los Angeles,Carrier B,1215,1.53,1858.95,12.32,Pending
R8502,Denver,Chicago,Carrier C,2229,3.15,7021.35,24.57,In Transit
R8503,Phoenix,Philadelphia,Carrier B,1130,2.61,2949.3,13.53,Delivered
R8504,Phoenix,Los Angeles,Carrier B,1904,2.41,4588.64,27.16,Pending
R8505,Philadelphia,Detroit,Carrier C,847,3.08,2608.76,13.78,Pending
R8506,Denver,Philadelphia,Carrier A,847,2.94,2490.18,8.65,Delivered
R8507,San Francisco,San Francisco,Carrier B,2925,2.26,6610.5,41.09,Delivered
R8508,Boston,Philadelphia,Carrier B,871,3.41,2970.11,9.06,Delivered
R8509,Dallas,Chicago,Carrier B,4610,1.86,8574.6,75.04,In Transit
R8510,Dallas,Miami,Carrier B,1385,3.36,4653.6,18.48,Delivered
R8511,Miami,Philadelphia,Carrier C,397,3.14,1246.58,4.64,Delivered
R8512,Las Vegas,Chicago,Carrier C,1875,3.06,5737.5,19.16,Delivered
R8513,San Francisco,Seattle,Carrier A,2289,2.01,4600.89,23.02,Pending
R8514,Miami,Boston,Carrier A,1168,1.66,1938.88,16.78,In Transit
R8515,Chicago,Detroit,Carrier A,2774,3.28,9098.72,28.79,Delivered
R8516,Seattle,Dallas,Carrier A,2737,1.68,4598.16,30.98,Delivered
R8517,New York,Las Vegas,Carrier A,569,2.98,1695.62,5.9,Delivered
R8518,Boston,Dallas,Carrier A,2903,2.6,7547.8,33.5,In Transit
R8519,Dallas,Miami,Carrier C,497,1.6,795.2,5.9,Pending
R8520,Detroit,Houston,Carrier C,693,3.19,2210.67,7.82,Delivered
R8521,San Francisco,Houston,Carrier C,4344,2.67,11598.48,53.05,In Transit
R8522,Atlanta,Detroit,Carrier A,4779,1.59,7598.61,55.42,Pending
R8523,Los Angeles,Philadelphia,Carrier A,4994,2.13,10637.22,76.68,Delivered
R8524,Los Angeles,Denver,Carrier C,446,2.48,1106.08,4.68,Delivered
R8525,Seattle,Chicago,Carrier C,3108,2.63,8174.04,50.04,Pending
R8526,Dallas,Atlanta,Carrier B,884,2.0,1768.0,11.94,Delivered
R8527,Phoenix,Phoenix,Carrier C,749,3.38,2531.62,10.95,Pending
R8528,San Francisco,Atlanta,Carrier C,3403,3.05,10379.15,34.18,In Transit
R8529,New York,New York,Carrier A,4230,2.38,10067.4,42.46,Pending
R8530,Atlanta,Los Angeles,Carrier A,1010,2.25,2272.5,15.73,In Transit
R8531,Seattle,Las Vegas,Carrier B,1291,2.81,3627.71,19.71,Delivered
R8532,Philadelphia,Boston,Carrier C,2211,1.81,4001.91,25.39,Delivered
R8533,Atlanta,Denver,Carrier A,979,2.44,2388.76,12.05,Delivered
R8534,Denver,Phoenix,Carrier C,2353,2.04,4800.12,31.28,In Transit
R8535,Boston,San Francisco,Carrier B,2290,3.4,7786.0,25.93,In Transit
R8536,New York,New York,Carrier B,3797,2.24,8505.28,55.58,Pending
R8537,Philadelphia,Houston,Carrier B,1511,3.18,4804.98,16.06,Delivered
R8538,Seattle,Atlanta,Carrier B,4740,1.57,7441.8,68.17,Pending
R8539,Atlanta,Dallas,Carrier B,4933,2.57,12677.81,67.22,Pending
R8540,Dallas,Dallas,Carrier A,2782,3.21,8930.22,32.59,Pending
R8541,Phoenix,Denver,Carrier B,1686,1.65,2781.9,18.8,In Transit
R8542,Detroit,Miami,Carrier B,570,2.72,1550.4,6.44,Pending
R8543,Denver,Detroit,Carrier C,1393,2.02,2813.86,22.47,Pending
R8544,Houston,Philadelphia,Carrier A,3641,1.58,5752.78,53.0,In Transit
R8545,Detroit,San Francisco,Carrier A,3029,3.13,9480.77,33.82,In Transit
R8546,Denver,New York,Carrier A,1749,3.49,6104.01,17.92,Delivered
R8547,San Francisco,Atlanta,Carrier C,3898,2.17,8458.66,41.63,Pending
R8548,San Francisco,Detroit,Carrier C,2592,2.05,5313.6,34.91,Delivered
R8549,Boston,Denver,Carrier A,3548,1.92,6812.16,36.13,In Transit
R8550,Dallas,New York,Carrier C,3082,2.71,8352.22,37.87,In Transit
R8551,Atlanta,Denver,Carrier A,4850,2.48,12028.0,55.72,In Transit
R8552,Las Vegas,Atlanta,Carrier C,1954,1.52,2970.08,26.42,Delivered
R8553,Denver,Houston,Carrier A,1040,1.72,1788.8,10.43,In Transit
R8554,San Francisco,Boston,Carrier B,1384,2.13,2947.92,21.64,Pending
R8555,Phoenix,Dallas,Carrier C,4321,2.97,12833.37,64.33,Pending
R8556,Miami,Chicago,Carrier C,1073,1.99,2135.27,14.16,Delivered
R8557,Los Angeles,Los Angeles,Carrier C,4855,1.74,8447.7,58.59,In Transit
R8558,San Francisco,Dallas,Carrier A,3502,2.21,7739.42,35.88,Delivered
R8559,Las Vegas,New York,Carrier C,783,2.44,1910.52,9.28,In Transit
R8560,New York,Houston,Carrier C,1492,2.31,3446.52,16.86,In Transit
R8561,New York,Houston,Carrier C,1476,1.63,2405.88,16.21,Delivered
R8562,Miami,Atlanta,Carrier B,4926,2.04,10049.04,57.39,Delivered
R8563,Miami,Las Vegas,Carrier C,1123,1.57,1763.11,16.68,Delivered
R8564,Houston,Chicago,Carrier A,363,1.68,609.84,4.59,In Transit
R8565,New York,Las Vegas,Carrier A,3473,1.95,6772.35,51.88,In Transit
R8566,Los Angeles,Las Vegas,Carrier C,2670,1.87,4992.9,28.55,Pending
R8567,Denver,Los Angeles,Carrier B,3168,1.69,5353.92,39.99,Delivered
R8568,Denver,Phoenix,Carrier A,4035,3.07,12387.45,65.65,In Transit
R8569,Atlanta,Seattle,Carrier B,1735,2.18,3782.3,23.63,Pending
R8570,New York,Atlanta,Carrier A,4285,2.06,8827.1,69.89,In Transit
R8571,Denver,Philadelphia,Carrier A,1792,3.45,6182.4,18.41,Pending
R8572,Atlanta,Seattle,Carrier C,692,2.69,1861.48,10.47,Pending
R8573,Philadelphia,Denver,Carrier C,2062,2.96,6103.52,26.4,In Transit
R8574,Boston,Miami,Carrier B,3707,2.61,9675.27,43.62,Delivered
R8575,Phoenix,San Francisco,Carrier C,1680,2.13,3578.4,21.28,In Transit
R8576,Dallas,Houston,Carrier B,2989,3.18,9505.02,31.45,Delivered
R8577,Philadelphia,Philadelphia,Carrier A,1109,3.23,3582.07,14.33,Delivered
R8578,San Francisco,Houston,Carrier A,1953,3.27,6386.31,20.27,Delivered
R8579,Atlanta,Dallas,Carrier C,4227,1.77,7481.79,45.86,Pending
R8580,Boston,Houston,Carrier A,881,3.29,2898.49,9.59,Delivered
R8581,Los Angeles,Los Angeles,Carrier A,1601,1.78,2849.78,16.15,In Transit
R8582,Houston,New York,Carrier A,4253,3.43,14587.79,46.72,In Transit
R8583,Atlanta,Las Vegas,Carrier B,1205,2.04,2458.2,17.51,Delivered
R8584,Detroit,Philadelphia,Carrier A,4138,2.27,9393.26,65.47,Pending
R8585,Boston,Phoenix,Carrier B,2802,3.23,9050.46,28.66,In Transit
R8586,Las Vegas,Los Angeles,Carrier B,1256,3.49,4383.44,16.2,Delivered
R8587,Detroit,Las Vegas,Carrier C,3748,1.66,6221.68,52.32,Delivered
R8588,Los Angeles,Miami,Carrier C,4908,3.33,16343.64,56.21,Delivered
R8589,Philadelphia,Houston,Carrier B,1968,1.79,3522.72,21.04,In Transit
R8590,San Francisco,Las Vegas,Carrier B,2083,2.73,5686.59,21.69,Delivered
R8591,Detroit,Las Vegas,Carrier B,979,1.63,1595.77,11.69,In Transit
R8592,New York,Denver,Carrier A,996,2.92,2908.32,14.86,In Transit
R8593,Boston,Miami,Carrier C,891,3.33,2967.03,10.4,Delivered
R8594,Chicago,Miami,Carrier C,732,2.19,1603.08,7.38,In Transit
R8595,Phoenix,Seattle,Carrier A,3620,2.29,8289.8,36.9,Delivered
R8596,Denver,Chicago,Carrier B,4136,1.59,6576.24,52.8,Pending
R8597,Philadelphia,Denver,Carrier B,2518,3.48,8762.64,38.9,In Transit
R8598,Las Vegas,Atlanta,Carrier C,1263,3.17,4003.71,13.98,In Transit
R8599,Boston,Seattle,Carrier C,2944,2.22,6535.68,46.73,Delivered
R8600,San Francisco,Atlanta,Carrier B,1457,2.13,3103.41,17.38,Delivered
R8601,Miami,Boston,Carrier A,3744,2.99,11194.56,40.35,Pending
R8602,Houston,Houston,Carrier B,911,2.06,1876.66,14.72,In Transit
R8603,Atlanta,Houston,Carrier C,4318,1.81,7815.58,50.51,Delivered
R8604,Los Angeles,Los Angeles,Carrier C,3574,1.92,6862.08,37.94,In Transit
R8605,Houston,Seattle,Carrier B,3588,3.31,11876.28,47.36,Pending
R8606,Detroit,New York,Carrier B,3708,3.11,11531.88,38.05,In Transit
R8607,Atlanta,Philadelphia,Carrier A,2834,2.77,7850.18,28.65,In Transit
R8608,Houston,Chicago,Carrier B,653,2.25,1469.25,8.87,Delivered
R8609,Phoenix,Las Vegas,Carrier B,4590,2.92,13402.8,73.14,Pending
R8610,Houston,New York,Carrier C,4402,3.02,13294.04,60.45,Delivered
R8611,Houston,Miami,Carrier A,463,2.74,1268.62,4.97,Delivered
R8612,Atlanta,New York,Carrier B,2576,3.19,8217.44,35.31,In Transit
R8613,Atlanta,Atlanta,Carrier A,1315,3.29,4326.35,15.83,Pending
R8614,Denver,Miami,Carrier C,4014,3.22,12925.08,53.19,In Transit
R8615,Los Angeles,Philadelphia,Carrier C,3074,2.37,7285.38,35.86,Pending
R8616,Seattle,Seattle,Carrier C,3567,2.73,9737.91,41.1,Delivered
R8617,Phoenix,Dallas,Carrier C,911,3.3,3006.3,13.26,In Transit
R8618,Detroit,Houston,Carrier B,945,1.88,1776.6,11.92,In Transit
R8619,Houston,Los Angeles,Carrier A,805,2.44,1964.2,9.51,Pending
R8620,Detroit,Philadelphia,Carrier A,1243,1.56,1939.08,18.49,Delivered
R8621,Seattle,Las Vegas,Carrier B,4166,1.85,7707.1,66.49,In Transit
R8622,Las Vegas,Dallas,Carrier B,3567,2.4,8560.8,53.36,In Transit
R8623,Los Angeles,Miami,Carrier A,2838,2.48,7038.24,34.61,In Transit
R8624,Detroit,Atlanta,Carrier B,2617,2.87,7510.79,26.59,In Transit
R8625,San Francisco,Houston,Carrier A,563,2.42,1362.46,8.47,Pending
R8626,Dallas,Dallas,Carrier A,4250,2.88,12240.0,56.36,In Transit
R8627,Chicago,Denver,Carrier C,1980,1.8,3564.0,22.55,Delivered
R8628,Phoenix,Denver,Carrier A,2593,1.82,4719.26,27.12,In Transit
R8629,Los Angeles,Philadelphia,Carrier C,1715,2.84,4870.6,22.75,Pending
R8630,Atlanta,Atlanta,Carrier B,508,2.17,1102.36,5.68,Delivered
R8631,Las Vegas,Dallas,Carrier C,3065,3.21,9838.65,32.47,In Transit
R8632,Boston,Seattle,Carrier C,2871,3.35,9617.85,41.75,In Transit
R8633,Chicago,Chicago,Carrier C,1038,1.94,2013.72,15.56,In Transit
R8634,Los Angeles,Los Angeles,Carrier A,4753,2.56,12167.68,53.98,In Transit
R8635,Boston,Houston,Carrier B,1213,1.7,2062.1,12.78,Delivered
R8636,Boston,Las Vegas,Carrier C,3168,1.6,5068.8,51.63,Delivered
R8637,Las Vegas,Seattle,Carrier A,1625,2.96,4810.0,16.49,Pending
R8638,Dallas,Miami,Carrier C,4342,2.45,10637.9,45.91,Delivered
R8639,Los Angeles,Miami,Carrier B,4586,2.45,11235.7,73.34,In Transit
R8640,Denver,New York,Carrier B,3176,1.96,6224.96,41.72,Delivered
R8641,Seattle,Miami,Carrier C,2739,1.8,4930.2,30.68,Delivered
R8642,Atlanta,San Francisco,Carrier B,2428,1.93,4686.04,39.24,Delivered
R8643,San Francisco,San Francisco,Carrier C,2444,2.25,5499.0,29.53,Delivered
R8644,Atlanta,Las Vegas,Carrier C,1472,2.17,3194.24,17.15,Delivered
R8645,Philadelphia,Los Angeles,Carrier A,2986,2.7,8062.2,37.5,Pending
R8646,Miami,Los Angeles,Carrier C,2096,2.71,5680.16,24.73,In Transit
R8647,New York,Phoenix,Carrier C,375,2.28,855.0,4.52,In Transit
R8648,Chicago,Boston,Carrier A,1376,3.37,4637.12,14.2,Delivered
R8649,Denver,Denver,Carrier A,3769,1.9,7161.1,57.58,Delivered
R8650,Houston,Houston,Carrier A,3407,3.45,11754.15,52.83,Pending
R8651,Detroit,Phoenix,Carrier A,4835,2.7,13054.5,54.29,Pending
R8652,Dallas,Detroit,Carrier B,2934,2.79,8185.86,36.73,Delivered
R8653,San Francisco,Chicago,Carrier A,3760,2.25,8460.0,47.14,Delivered
R8654,Los Angeles,Miami,Carrier A,832,2.53,2104.96,11.44,Delivered
R8655,San Francisco,Las Vegas,Carrier A,2230,2.93,6533.9,26.5,In Transit
R8656,Atlanta,Houston,Carrier A,4576,3.22,14734.72,74.77,Pending
R8657,Los Angeles,Detroit,Carrier C,3345,3.23,10804.35,47.54,In Transit
R8658,Los Angeles,Miami,Carrier A,3345,3.04,10168.8,49.34,Pending
R8659,San Francisco,Chicago,Carrier B,1428,1.51,2156.28,22.4,Delivered
R8660,Phoenix,Los Angeles,Carrier C,2821,2.03,5726.63,38.02,Delivered
R8661,Detroit,Detroit,Carrier A,1975,1.98,3910.5,20.04,In Transit
R8662,Detroit,New York,Carrier C,2253,2.18,4911.54,34.07,In Transit
R8663,Chicago,Houston,Carrier B,3416,2.82,9633.12,55.96,Pending
R8664,Phoenix,Las Vegas,Carrier A,2126,1.6,3401.6,28.41,Delivered
R8665,Phoenix,Dallas,Carrier C,2394,2.95,7062.3,36.05,Pending
R8666,Los Angeles,Philadelphia,Carrier B,725,3.06,2218.5,8.28,In Transit
R8667,Los Angeles,Seattle,Carrier C,2340,3.18,7441.2,34.01,Delivered
R8668,Denver,Las Vegas,Carrier B,4274,2.67,11411.58,61.1,Pending
R8669,Seattle,Detroit,Carrier B,2819,2.1,5919.9,40.9,In Transit
R8670,Phoenix,Dallas,Carrier B,312,1.78,555.36,4.01,Pending
R8671,Philadelphia,Las Vegas,Carrier B,1009,1.62,1634.58,11.23,In Transit
R8672,New York,Denver,Carrier B,3805,3.44,13089.2,40.41,Pending
R8673,Houston,New York,Carrier C,2169,2.21,4793.49,30.05,In Transit
R8674,Philadelphia,Houston,Carrier B,4598,3.24,14897.52,49.23,Delivered
R8675,New York,Los Angeles,Carrier C,1463,3.2,4681.6,15.05,Delivered
R8676,Atlanta,Phoenix,Carrier B,875,2.12,1855.0,12.04,Delivered
R8677,Los Angeles,Los Angeles,Carrier B,3232,1.98,6399.36,37.81,Delivered
R8678,Houston,Philadelphia,Carrier A,3559,3.27,11637.93,47.25,In Transit
R8679,San Francisco,San Francisco,Carrier C,679,3.33,2261.07,8.26,Pending
R8680,Boston,Miami,Carrier B,3381,2.77,9365.37,48.2,Pending
R8681,Atlanta,Atlanta,Carrier C,1601,2.79,4466.79,23.28,In Transit
R8682,Miami,Houston,Carrier B,4620,2.81,12982.2,48.76,In Transit
R8683,Los Angeles,Las Vegas,Carrier A,4635,2.48,11494.8,55.67,Delivered
R8684,Boston,Dallas,Carrier B,1572,1.6,2515.2,20.82,Delivered
R8685,Las Vegas,Houston,Carrier C,2109,2.69,5673.21,23.08,Pending
R8686,Seattle,Phoenix,Carrier C,2340,3.44,8049.6,33.16,In Transit
R8687,Dallas,Boston,Carrier B,2363,3.28,7750.64,37.78,In Transit
R8688,Los Angeles,Las Vegas,Carrier C,4093,1.75,7162.75,47.66,Delivered
R8689,Denver,Denver,Carrier A,4739,2.64,12510.96,64.34,Delivered
R8690,Atlanta,New York,Carrier A,2997,1.92,5754.24,32.02,Delivered
R8691,Miami,Philadelphia,Carrier A,4663,2.16,10072.08,63.88,In Transit
R8692,Miami,Chicago,Carrier B,1367,2.81,3841.27,17.12,Delivered
R8693,San Francisco,Phoenix,Carrier A,2911,3.0,8733.0,43.85,In Transit
R8694,Houston,Denver,Carrier B,1203,2.27,2730.81,19.05,Delivered
R8695,Phoenix,Detroit,Carrier C,2733,2.28,6231.24,44.69,In Transit
R8696,Las Vegas,Houston,Carrier C,838,1.88,1575.44,8.96,Pending
R8697,Los Angeles,Las Vegas,Carrier C,1190,1.97,2344.3,14.07,In Transit
R8698,Philadelphia,New York,Carrier B,3811,2.91,11090.01,53.73,Pending
R8699,Los Angeles,Detroit,Carrier B,2517,1.55,3901.35,39.45,In Transit
R8700,Las Vegas,Phoenix,Carrier C,1532,2.49,3814.68,23.44,Pending
R8701,Denver,San Francisco,Carrier C,4822,3.3,15912.6,66.08,Pending
R8702,San Francisco,Dallas,Carrier B,1179,3.26,3843.54,13.1,Delivered
R8703,Miami,Denver,Carrier B,3870,2.88,11145.6,41.3,In Transit
R8704,Los Angeles,Los Angeles,Carrier A,873,1.92,1676.16,10.41,Delivered
R8705,Atlanta,San Francisco,Carrier A,1897,2.52,4780.44,23.54,Delivered
